,episode,reward,alloc_lte,alloc_nr,demand_lte,demand_nr
331,331,-0.33186454,9.462703,41.1566,19.982937,25.377958
332,332,-0.4415548,8.034214,44.071037,20.338617,25.636036
333,333,-0.27772352,15.432427,43.29413,20.043156,25.334612
334,334,-0.72059166,5.0788774,49.797455,20.531204,25.73148
335,335,-0.23298165,16.227577,42.354134,21.201052,25.80932
336,336,-0.39517355,13.504526,46.495476,20.955446,25.619947
337,337,-0.36522225,7.558654,40.088413,20.537788,25.44676
338,338,-0.6456491,0.0,38.82757,20.420559,25.217287
339,339,-0.381343,14.563624,45.436375,20.512087,24.913515
340,340,-0.3508157,9.302619,40.964878,19.820625,24.855843
341,341,-0.9556746,1.5308299,50.56721,19.892937,24.91929
342,342,-0.37450552,12.440679,44.25895,19.56663,24.793581
343,343,-0.25316826,7.2090955,32.982788,19.784218,24.988987
344,344,-0.14562508,10.542758,31.805634,19.702492,24.963745
345,345,-0.48635864,4.164998,39.703163,19.87862,24.973724
346,346,-0.52703226,2.5050843,38.928505,19.459734,25.22749
347,347,-0.186043,11.231943,35.154034,21.496962,25.48196
348,348,-0.27682763,7.0539064,35.13503,20.143423,25.787483
349,349,-0.13474424,15.321718,38.01317,19.633713,25.852665
350,350,-0.31400472,8.590843,39.69542,20.381487,25.749197
351,351,-0.15808216,14.606744,37.26145,22.459656,25.86963
352,352,-0.101128966,16.627054,36.287186,20.974321,25.935677
353,353,-0.05562114,14.8868885,29.07385,21.535023,25.814766
354,354,-0.118433185,11.944087,32.053867,20.842,25.982433
355,355,-0.16558519,11.294588,34.111294,21.913538,26.031189
356,356,-0.15618275,15.12113,37.774857,21.953571,25.798508
357,357,-0.16766262,10.802101,34.04272,21.159462,25.998856
358,358,-0.2089836,9.708029,35.613087,20.676012,26.003428
359,359,-0.16060981,19.236862,40.763138,20.157763,26.048096
360,360,-0.14079125,14.346058,37.31573,19.631804,25.60671
361,361,-0.06724293,14.038561,32.20846,18.928942,25.556864
362,362,-0.25085253,8.805531,38.280468,17.539938,25.45727
363,363,-0.15152898,26.318798,33.681202,18.288502,25.285215
364,364,-0.024758011,14.808149,30.15895,16.810616,25.387308
365,365,-0.28147867,5.5694847,33.421288,16.531086,24.73642
366,366,-0.035373293,20.799181,20.625015,17.13512,24.500593
367,367,-0.124900326,9.948229,30.438345,18.2734,25.249126
368,368,-0.16762716,10.52144,34.104942,19.37664,25.159855
369,369,-0.042313673,13.691676,26.394632,19.241026,25.427822
370,370,-0.06367571,15.313028,18.535528,19.597301,25.81771
371,371,-0.021609472,20.536888,20.344599,19.492836,25.458548
372,372,-0.09532812,13.868726,17.535156,19.855232,25.629868
373,373,-0.076135084,14.992363,18.635246,21.006966,25.358572
374,374,-0.2533369,5.952948,25.97766,20.652666,25.757423
375,375,-0.017409727,17.812359,24.383528,21.650541,25.891394
376,376,-0.0903697,21.556248,14.873781,21.125353,25.851484
377,377,-0.048716154,15.332472,29.569141,20.849276,25.368591
378,378,-0.025977693,17.032526,21.758474,20.935192,25.043276
379,379,-0.015503708,20.945171,20.818766,20.74964,25.260492
380,380,-0.039268102,25.645523,26.237537,20.074768,25.249954
381,381,-0.10331329,20.321808,13.669346,19.549458,24.98244
382,382,-0.09214942,17.951351,14.326203,19.30947,24.850292
383,383,-0.014562271,15.436243,23.553467,18.379524,25.030025
384,384,-0.19482893,12.870513,27.911726,17.517557,17.834366
385,385,-0.007628374,17.546696,15.274313,16.426733,17.028158
386,386,-0.09851561,9.221485,14.770918,15.725858,17.607792
387,387,-0.023164853,16.303923,15.583908,17.416275,19.615953
388,388,-0.107737795,22.877544,12.238895,17.727251,19.184221
389,389,-0.35597074,9.431388,6.4104395,18.838398,20.041283
390,390,-0.2336145,16.491482,6.4046874,18.776922,19.563322
391,391,-0.29071206,7.9057903,10.14995,18.834326,20.087423
392,392,-0.6481298,9.0889015,0.0,19.944809,20.013065
393,393,-0.30021477,9.094874,8.75154,20.444616,19.04972
394,394,-0.486043,23.017288,0.34277633,21.272846,19.618795
395,395,-0.42348495,13.405685,2.830667,20.729082,18.845648
396,396,-0.17718029,20.867907,7.95009,20.766588,19.642555
397,397,-0.53163886,15.746876,0.0,21.039331,18.457302
398,398,-0.5583595,13.824311,0.0,20.998158,19.435768
399,399,-0.09316814,13.794623,13.852486,20.719673,19.059132
400,400,-0.4979222,12.880564,1.3689845,20.486567,18.571413
401,401,-0.33684078,12.002273,6.477561,23.12916,19.33697
402,402,-0.27871513,6.9858418,15.486546,26.05111,18.172022
403,403,-0.17450927,16.29889,10.483877,26.088102,19.282711
404,404,-0.55050397,17.88364,0.0,26.215328,18.651852
405,405,-0.46228185,23.339981,0.85186964,26.13766,19.171698
406,406,-0.12151626,24.980661,9.467959,26.120071,18.60291
407,407,-0.28075948,26.662708,4.736399,26.100018,18.872782
408,408,-0.2147798,19.585224,10.050426,26.068035,25.534237
409,409,-0.41566274,24.367113,2.311897,26.006124,25.571173
410,410,-0.15544742,26.707579,11.248905,25.807055,25.363163
411,411,-0.30330265,30.810568,6.2055554,25.994278,25.48368
412,412,-0.1727897,37.92033,16.661156,25.715055,25.508688
413,413,-0.13259295,37.928432,20.691322,25.6264,25.430971
414,414,-0.20292893,40.05237,17.678288,25.637062,25.236338
415,415,-0.20972165,39.346905,15.803424,25.80992,25.48701
416,416,-0.32037222,39.354797,10.085664,25.821814,25.53589
417,417,-0.38997367,31.371529,3.7444777,25.580858,25.58443
418,418,-0.14607526,38.650917,21.349081,25.540474,25.699226
419,419,-0.31194016,38.14022,9.601793,25.763088,25.739145
420,420,-0.40612426,45.79765,14.202353,25.718412,25.833054
421,421,-0.41887617,32.16431,3.080803,25.751032,25.835585
422,422,-0.7076665,44.555782,1.5720236,25.75011,25.827972
423,423,-0.5728242,42.808083,4.266198,25.640833,25.870384
424,424,-0.43708336,44.85324,12.360689,25.203358,25.54124
425,425,-0.6245281,47.85603,7.9697146,25.485592,25.858438
426,426,-0.6607653,49.324257,8.583212,25.43254,25.438753
427,427,-0.48735544,41.98523,6.6772366,25.245989,24.867981
428,428,-0.40217006,39.96327,10.436386,23.788778,25.13873
429,429,-0.7101865,41.77202,0.46736023,24.920872,25.126457
430,430,-0.88666546,51.59765,4.6897206,25.082293,24.658504
431,431,-0.61833537,43.788876,3.8351278,25.440454,24.97837
432,432,-0.42127755,40.94,7.298832,25.488546,23.487629
433,433,-0.43947625,39.464462,5.58934,25.382706,22.884693
434,434,-0.7015729,43.035316,1.0321554,25.347113,24.096573
435,435,-0.69578123,49.188457,7.2660007,25.320044,24.984636
436,436,-0.5372294,39.11282,2.8564625,25.326227,24.231384
437,437,-0.7386433,42.88561,0.0,25.363203,24.310753
438,438,-0.8332833,45.965,0.0,25.305058,24.221292
439,439,-0.7431117,42.874146,0.0,25.260246,24.261726
440,440,-0.78738374,44.565727,0.0,25.348309,24.39313
441,441,-0.8539523,46.61341,0.0,25.314518,24.370163
442,442,-0.81479216,45.358143,0.0,25.29081,24.513935
443,443,-0.6467112,38.831734,0.0,25.187857,24.812456
444,444,-0.62270206,37.18744,0.0,24.868174,24.896437
445,445,-0.7768357,44.421303,0.73113847,24.926735,24.853884
446,446,-0.63692766,47.080048,7.2986608,25.047302,24.923944
447,447,-0.58922666,39.809303,2.144187,25.107702,24.963928
448,448,-0.5766067,35.3712,0.0,25.420849,24.859957
449,449,-0.74849,42.904274,0.0,25.164268,24.986526
